title,title_KO,title_ORG,type,genres,genres_KO,releaseYear,length,ratings,production_countries,imdbAverageRating,imdbNumVotes,isAvaliableInDifferentPlatform,platforms,director,best_rank,top10_period,top100_period,top1000_period,length_in_minutes
iusjib-totoro,이웃집 토토로,となりのトトロ,movie,"Fantasy, Comedy, Family, Anime","판타지, 코미디, 가족, 애니메이션",1988,1시간 27분,N/A,일본,8.1,393k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Hayao Miyazaki,2,4 DAYS,32 DAYS,692 DAYS,87.0
thicker-than-water,아직까지는 괜찮아,Jusqu'ici tout va bien,tv,"Thriller, Crime","스릴러, 범죄",2023,35분,N/A,프랑스,5.8,760,False,"Netflix, Netflix basic with Ads",Nawell Madani,13,0 DAYS,3 DAYS,14 DAYS,35.0
ctrl,CTRL,कन्ट्रोल,movie,"Dramas, Thriller","드라마, 스릴러",2024,1시간 39분,N/A,인도,N/A,N/A,False,"Netflix, Netflix basic with Ads",Vikramaditya Motwane,1,1 DAYS,2 DAYS,12 DAYS,99.0
atlanta,애틀란타,Atlanta,tv,"Comedy, Dramas, Music","코미디, 드라마, 음악",2016,29분,19,미국,8.6,91k,True,"Netflix, Disney Plus, Netflix basic with Ads",N/A,1,17 DAYS,454 DAYS,2924 DAYS,29.0
safe,내 이웃의 비밀,Safe,tv,"Dramas, Crime, Thriller, Unknown","드라마, 범죄, 스릴러, 유럽에서 제작",2018,45분,19,영국,7.2,55k,False,"Netflix, Netflix basic with Ads","Julia Ford , Daniel Nettheim",1,2 DAYS,24 DAYS,392 DAYS,45.0
inseuteonteu-paemilri,인스턴트 패밀리,Instant Family,movie,"Comedy, Dramas","코미디, 드라마",2018,1시간 58분,N/A,미국,7.3,124k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Sean Anders,5,4 DAYS,58 DAYS,539 DAYS,118.0
akuamaen,아쿠아맨,Aquaman,movie,"Action, Fantasy, Sci-Fi","액션, 판타지, SF",2018,2시간 23분,N/A,미국,6.8,530k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",James Wan,1,40 DAYS,388 DAYS,2070 DAYS,143.0
oldeuboi,올드보이,N/A,movie,"Action, Dramas, Thriller","액션, 드라마, 스릴러",2003,2시간 0분,N/A,대한민국,8.3,655k,True,"Netflix, wavve, Netflix basic with Ads",Park Chan-wook,5,9 DAYS,242 DAYS,2620 DAYS,120.0
xo-kitty,"엑스오, 키티","XO, Kitty",tv,"Comedy, Dramas, Romance","코미디, 드라마, 로맨스",2023,29분,15,미국,6.5,15k,False,"Netflix, Netflix basic with Ads",N/A,14,0 DAYS,12 DAYS,153 DAYS,29.0
beibi,베이비,Baby,tv,Dramas,드라마,2018,45분,19,이탈리아,6.8,14k,True,"Netflix, Watcha, Netflix basic with Ads",channel w,1,8 DAYS,24 DAYS,603 DAYS,45.0
kinnikuman-perfect-origin-hen,근육맨 완벽초인시조 편,キン肉マン 完璧超人始祖編,tv,"Anime, Comedy, Action, Fantasy, Sci-Fi, Sport","애니메이션, 코미디, 액션, 판타지, SF, 스포츠",2024,23분,N/A,일본,7.1,72,True,"Netflix, Netflix basic with Ads, Watcha",N/A,19,0 DAYS,4 DAYS,15 DAYS,23.0
seuwiteu-maegeunolria,스위트 매그놀리아,Sweet Magnolias,tv,"Dramas, Romance","드라마, 로맨스",2020,50분,15,미국,7.3,25k,False,"Netflix, Netflix basic with Ads",N/A,2,2 DAYS,15 DAYS,128 DAYS,50.0
goosebumps,구스범스,Goosebumps,movie,"Horror, Comedy, Fantasy","공포, 코미디, 판타지",2015,1시간 43분,N/A,미국,6.3,97k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Rob Letterman,2,5 DAYS,46 DAYS,428 DAYS,103.0
asura,아수라,N/A,movie,"Thriller, Action, Crime","스릴러, 액션, 범죄",2016,2시간 16분,N/A,대한민국,N/A,N/A,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Kim Sung-soo,2,6 DAYS,29 DAYS,593 DAYS,136.0
mawanghagweonyi-bujeoghabja-sasang-coegangyi-mawangin-sijo-jeonsaenghaeseo-jasondeulyi-haggyoe-danida,"마왕학원의 부적합자 ~사상 최강의 마왕인 시조, 전생해서 자손들의 학교에 다니다~",魔王学院の不適合者 ～史上最強の魔王の始祖、転生して子孫たちの学校へ通う～,tv,"Sci-Fi, Comedy, Fantasy, Romance, Anime","SF, 코미디, 판타지, 로맨스, 애니메이션",2020,23분,19,일본,N/A,N/A,True,"Netflix, Netflix basic with Ads, Watcha",N/A,1,2 DAYS,6 DAYS,233 DAYS,23.0
isanghan-gwajagage-jeonceondang,이상한 과자가게 전천당,ふしぎ駄菓子屋 銭天堂,tv,"Thriller, Comedy, Anime, Sci-Fi, Dramas","스릴러, 코미디, 애니메이션, SF, 드라마",2020,9분,12,일본,N/A,N/A,True,"Netflix, Netflix basic with Ads, Naver Store",N/A,6,1 DAYS,6 DAYS,195 DAYS,9.0
my-heart-puppy,MEONGMONGI,My Heart Puppy,movie,"Comedy, Dramas, Family, Romance","코미디, 드라마, 가족, 로맨스",2023,1시간 54분,N/A,대한민국,6.7,324,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Jason Kim,167,0 DAYS,0 DAYS,10 DAYS,114.0
a-suitable-boy,수터블 보이,A Suitable Boy,tv,"Dramas, Romance","드라마, 로맨스",2020,58분,15,"영국, 인도",N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,4,1 DAYS,4 DAYS,40 DAYS,58.0
sumokingu,스모킹,スモーキング,tv,"Crime, Dramas, Comedy","범죄, 드라마, 코미디",2018,24분,N/A,일본,7.3,610,False,"Netflix, Netflix basic with Ads",Hajime Gonno,1,9 DAYS,23 DAYS,436 DAYS,24.0
season-2-2015,원펀맨,ワンパンマン,tv,"Action, Anime, Comedy, Fantasy, Sci-Fi, Family","액션, 애니메이션, 코미디, 판타지, SF, 가족",2015,24분,15,일본,8.7,193k,True,"Netflix, Netflix basic with Ads, Watcha, Naver Store",N/A,1,26 DAYS,204 DAYS,2828 DAYS,24.0
amerikan-meodeo-reisi-piteoseun-salin-sageon,아메리칸 머더: 레이시 피터슨 살인 사건,American Murder: Laci Peterson,tv,"Documentary, Crime","다큐멘터리, 범죄",2024,53분,12,미국,N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,1,2 DAYS,6 DAYS,82 DAYS,53.0
beuring-is-on,브링 잇 온,Bring It On,movie,"Comedy, Romance, Sport, Unknown","코미디, 로맨스, 스포츠, 유럽에서 제작",2000,1시간 38분,15,미국,6.1,108k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Peyton Reed,43,0 DAYS,3 DAYS,200 DAYS,98.0
the-old-way,올드 웨이: 분노의 추격자,The Old Way,movie,"Action, Dramas, Western","액션, 드라마, 서부",2023,1시간 35분,N/A,미국,N/A,N/A,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Brett Donowho,21,0 DAYS,3 DAYS,29 DAYS,95.0
jugar-con-fuego,위험한 불장난,Jugar con fuego,tv,Dramas,드라마,2019,43분,19,"멕시코, 미국",N/A,N/A,False,Netflix,María Fernanda Suárez,6,1 DAYS,4 DAYS,217 DAYS,43.0
reondeonyi-junggaeindeul,런던의 중개인들,Buying London,tv,Reality-TV,Reality TV,2024,36분,15,영국,4.6,688,False,"Netflix, Netflix basic with Ads",N/A,16,0 DAYS,2 DAYS,9 DAYS,36.0
rukijeu,루키즈,ルーキーズ,tv,"Comedy, Dramas","코미디, 드라마",2008,56분,15+,일본,N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,72,0 DAYS,1 DAYS,2 DAYS,56.0
deurakyulra,드라큘라,Dracula,tv,"Action, Dramas, Fantasy, Horror, Thriller","액션, 드라마, 판타지, 공포, 스릴러",2020,1시간 28분,15,영국,6.8,54k,False,"Netflix, Netflix basic with Ads",N/A,1,2 DAYS,19 DAYS,317 DAYS,88.0
richie-rich,리치 리치,Richie Rich,tv,"Family, Comedy, Dramas","가족, 코미디, 드라마",2015,23분,ALL,미국,N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,23,0 DAYS,4 DAYS,45 DAYS,23.0
ibelin,이벨린의 비범한 인생,Ibelin,movie,"Anime, Documentary","애니메이션, 다큐멘터리",2024,1시간 43분,N/A,노르웨이,N/A,N/A,False,"Netflix, Netflix basic with Ads",Benjamin Ree,4,2 DAYS,5 DAYS,12 DAYS,103.0
beoryeojin-saramdeul,버려진 사람들,查無此心,movie,"Thriller, Crime, Dramas","스릴러, 범죄, 드라마",2023,1시간 44분,N/A,대만,N/A,N/A,False,"Netflix, Netflix basic with Ads",Ying-Ting Tseng,2,3 DAYS,10 DAYS,112 DAYS,104.0
byeolddongbyeol,별똥별,N/A,tv,"Comedy, Dramas, Romance","코미디, 드라마, 로맨스",2022,58분,15,대한민국,N/A,N/A,True,"Netflix, Netflix basic with Ads, Naver Store",Lee Soo-hyun,3,1 DAYS,4 DAYS,21 DAYS,58.0
dinner-time-live-with-david-chang,데이비드 장의 디너 타임 라이브,Dinner Time Live with David Chang,tv,Reality-TV,Reality TV,2024,56분,N/A,미국,7.5,296,False,"Netflix, Netflix basic with Ads",N/A,25,0 DAYS,5 DAYS,233 DAYS,56.0
yeong-syeldeun,YOUNG SHELDON,N/A,tv,"Comedy, Family, Dramas","코미디, 가족, 드라마",2017,19분,12,미국,7.7,121k,True,"Netflix, Netflix basic with Ads, Amazon Prime Video",N/A,3,14 DAYS,1443 DAYS,2591 DAYS,19.0
dolpung,돌풍,N/A,tv,"Dramas, War, Thriller","드라마, 전쟁, 스릴러",2024,46분,15,대한민국,7.4,697,False,"Netflix, Netflix basic with Ads",N/A,2,1 DAYS,9 DAYS,126 DAYS,46.0
buginaiteu,부기나이트,N/A,movie,"Dramas, Action, Fantasy, Romance, Comedy","드라마, 액션, 판타지, 로맨스, 코미디",2022,1시간 28분,15,대한민국,5.0,51,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Kim Gyeong-yeop,4,1 DAYS,1 DAYS,6 DAYS,88.0
badiseu,바디스,Bodies,tv,"Sci-Fi, Dramas, Crime, Thriller, History","SF, 드라마, 범죄, 스릴러, 역사",2023,57분,19,영국,7.3,59k,False,"Netflix, Netflix basic with Ads",N/A,1,20 DAYS,89 DAYS,269 DAYS,57.0
the-recruit,THE RECRUIT,N/A,tv,"Dramas, Thriller, Action, Crime","드라마, 스릴러, 액션, 범죄",2022,55분,N/A,미국,7.4,48k,False,"Netflix, Netflix basic with Ads",N/A,1,9 DAYS,43 DAYS,388 DAYS,55.0
fallen-angels,타락천사,墮落天使,movie,"Romance, Crime, Dramas, Comedy","로맨스, 범죄, 드라마, 코미디",1995,1시간 39분,15,홍콩,7.5,53k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Wong Kar-wai,13,0 DAYS,12 DAYS,523 DAYS,99.0
myeongtamjeong-pikacyu,명탐정 피카츄,Pokémon Detective Pikachu,movie,"Fantasy, Action, Sci-Fi, Comedy, Family","판타지, 액션, SF, 코미디, 가족",2019,1시간 45분,N/A,"일본, 미국",6.5,187k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Rob Letterman,5,7 DAYS,171 DAYS,1401 DAYS,105.0
peosipig-rim-eobraijing,퍼시픽 림: 업라이징,Pacific Rim: Uprising,movie,"Action, Fantasy, Sci-Fi","액션, 판타지, SF",2018,1시간 51분,N/A,미국,5.6,130k,True,"wavve, Netflix, Naver Store, Amazon Prime Video, Watcha, Netflix basic with Ads",Steven S. DeKnight,1,6 DAYS,72 DAYS,888 DAYS,111.0
banjjogyi-iyagi,반쪽의 이야기,The Half of It,movie,"Dramas, Comedy","드라마, 코미디",2020,1시간 44분,15,미국,6.9,44k,False,"Netflix, Netflix basic with Ads",Alice Wu,11,0 DAYS,8 DAYS,259 DAYS,104.0
epidemiia,투 더 레이크,To the Lake,tv,"Dramas, Sci-Fi, Thriller, Action","드라마, SF, 스릴러, 액션",2019,51분,N/A,러시아,7.2,16k,False,"Netflix, Netflix basic with Ads",Dmitry Tyurin,1,3 DAYS,17 DAYS,424 DAYS,51.0
numberblocks,NUMBERBLOCKS,N/A,tv,"Family, Fantasy, Anime","가족, 판타지, 애니메이션",2017,5분,ALL,영국,8.6,439,True,"Watcha, Netflix basic with Ads, Netflix",N/A,57,0 DAYS,1 DAYS,21 DAYS,5.0
voyagers,보이저스,Voyagers,movie,"Sci-Fi, Thriller","SF, 스릴러",2021,1시간 48분,15,"미국, 체코 공화국, 루마니아, 영국",5.5,28k,True,"Netflix, Netflix basic with Ads, Naver Store",Neil Burger,2,3 DAYS,23 DAYS,314 DAYS,108.0
white-chicks,화이트 칙스,White Chicks,movie,"Comedy, Crime","코미디, 범죄",2004,1시간 49분,15+,미국,5.8,170k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Keenen Ivory Wayans,17,0 DAYS,9 DAYS,260 DAYS,109.0
set-it-up,상사에 대처하는 로맨틱한 자세,Set It Up,movie,"Comedy, Romance","코미디, 로맨스",2018,1시간 45분,15,미국,6.5,68k,False,"Netflix, Netflix basic with Ads",Claire Scanlon,3,2 DAYS,20 DAYS,283 DAYS,105.0
broker,브로커,N/A,movie,"Crime, Dramas, Comedy","범죄, 드라마, 코미디",2022,2시간 4분,N/A,대한민국,7.1,18k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Hirokazu Kore-eda,2,5 DAYS,30 DAYS,757 DAYS,124.0
deliver-us-from-evil,인보카머스,Deliver Us from Evil,movie,"Thriller, Horror, Family, Sci-Fi, Crime","스릴러, 공포, 가족, SF, 범죄",2014,1시간 58분,N/A,미국,6.2,87k,True,"Netflix, wavve, Netflix basic with Ads",Michael Becker,1,4 DAYS,16 DAYS,269 DAYS,118.0
deuraibeu,드라이브,Drive,movie,"Dramas, Thriller, Crime, Action","드라마, 스릴러, 범죄, 액션",2011,1시간 40분,N/A,미국,7.8,720k,True,"Netflix, wavve, Netflix basic with Ads",Nicolas Winding Refn,1,14 DAYS,154 DAYS,2820 DAYS,100.0
heonteo-kilreo,헌터 킬러,Hunter Killer,movie,"Action, Thriller","액션, 스릴러",2018,2시간 1분,15,"프랑스, 미국",6.6,76k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Donovan Marsh,3,3 DAYS,34 DAYS,630 DAYS,121.0
gwireul-giulimyeon,귀를 기울이면,耳をすませば,movie,"Dramas, Family, Anime, Romance","드라마, 가족, 애니메이션, 로맨스",1995,1시간 51분,N/A,일본,7.8,76k,True,"Netflix, Netflix basic with Ads, Naver Store",Yoshifumi Kondo,49,0 DAYS,3 DAYS,149 DAYS,111.0
ceossarang-ilgi,첫사랑 일기,中学聖日記,tv,"Dramas, Romance","드라마, 로맨스",2018,54분,15+,일본,7.3,569,True,"Netflix, Netflix basic with Ads, Watcha, Naver Store","Toshio Tsuboi , Ayuko Tsukahara , Kentarō Takemura",30,0 DAYS,1 DAYS,64 DAYS,54.0
naneun-bujeonghanda,나는 부정한다,Denial,movie,"History, Dramas","역사, 드라마",2016,1시간 49분,N/A,"미국, 영국",6.8,24k,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Mick Jackson,1,2 DAYS,12 DAYS,292 DAYS,109.0
beiweoci-sos-haesang-gujodae,베이워치: SOS 해상 구조대,Baywatch,movie,"Crime, Comedy, Action","범죄, 코미디, 액션",2017,1시간 56분,N/A,미국,5.5,206k,True,"Netflix, wavve, Netflix basic with Ads",Seth Gordon,1,3 DAYS,66 DAYS,725 DAYS,116.0
neoege-dahgireul,너에게 닿기를,君に届け,tv,"Dramas, Anime, Comedy, Romance","드라마, 애니메이션, 코미디, 로맨스",2009,27분,12,일본,7.8,6k,False,"Netflix, Netflix basic with Ads",N/A,3,2 DAYS,12 DAYS,235 DAYS,27.0
queen-of-the-south,남부의 여왕,Queen of the South,tv,"Crime, Dramas, Action, Thriller","범죄, 드라마, 액션, 스릴러",2016,42분,19,미국,8.0,35k,False,Netflix,N/A,2,4 DAYS,123 DAYS,2069 DAYS,42.0
larva-in-mars,라바 인 마스,Larva in Mars,tv,"Anime, Comedy, Sci-Fi","애니메이션, 코미디, SF",2024,19분,N/A,미국,N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,12,0 DAYS,1 DAYS,5 DAYS,19.0
ricueol-supsoge-issda,리추얼: 숲속에 있다,The Ritual,movie,"Horror, Thriller","공포, 스릴러",2017,1시간 34분,N/A,"영국, 미국, 캐나다",6.3,126k,False,"Netflix, Netflix basic with Ads",David Bruckner,1,7 DAYS,26 DAYS,311 DAYS,94.0
godzilla-2014,고질라,Godzilla,movie,"Dramas, Sci-Fi, Action, Thriller","드라마, SF, 액션, 스릴러",2014,2시간 3분,N/A,미국,6.4,448k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Gareth Edwards,1,14 DAYS,117 DAYS,1279 DAYS,123.0
mission-impossible-ghost-protocol,미션 임파서블: 고스트 프로토콜,Mission: Impossible - Ghost Protocol,movie,"Action, Thriller","액션, 스릴러",2011,2시간 13분,15,미국,7.4,535k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Brad Bird,1,9 DAYS,100 DAYS,1492 DAYS,133.0
sinsegi-ebangerion-endeu-obeu-ebangerion,엔드 오브 에반게리온,新世紀エヴァンゲリオン劇場版 Air／まごころを、君に,movie,"Dramas, Sci-Fi, Anime, Action","드라마, SF, 애니메이션, 액션",1997,1시간 37분,N/A,일본,8.1,67k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store","Kazuya Tsurumaki , Hideaki Anno",1,3 DAYS,17 DAYS,731 DAYS,97.0
wrath-of-man,캐시트럭,Wrath of Man,movie,"Thriller, Action, Crime","스릴러, 액션, 범죄",2021,1시간 59분,N/A,"미국, 영국",7.1,216k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Guy Ritchie,3,6 DAYS,207 DAYS,929 DAYS,119.0
extraction-2,익스트랙션 2,Extraction II,movie,"Action, Crime, Thriller","액션, 범죄, 스릴러",2023,2시간 2분,N/A,"호주, 미국, 스페인, 독일, 캐나다, 영국, 체코 공화국, 오스트리아",7.0,157k,False,"Netflix, Netflix basic with Ads",Sam Hargrave,1,15 DAYS,48 DAYS,234 DAYS,122.0
gabceolseongyi-kabaneri,갑철성의 카바네리,甲鉄城のカバネリ,tv,"Sci-Fi, Dramas, Action, Anime, Fantasy, Horror","SF, 드라마, 액션, 애니메이션, 판타지, 공포",2016,22분,N/A,일본,N/A,N/A,True,"Netflix, Netflix basic with Ads, Crunchyroll, Amazon Prime Video",N/A,2,7 DAYS,27 DAYS,1162 DAYS,22.0
seupaideomaen-pa-peurom-hom,스파이더맨: 파 프롬 홈,Spider-Man: Far From Home,movie,"Sci-Fi, Action, Comedy, Fantasy","SF, 액션, 코미디, 판타지",2019,2시간 9분,N/A,미국,7.4,576k,True,"Netflix, wavve, Netflix basic with Ads, Naver Store",Jon Watts,1,78 DAYS,1125 DAYS,1802 DAYS,129.0
the-night-agent,나이트 에이전트,The Night Agent,tv,"Dramas, Thriller, Action","드라마, 스릴러, 액션",2023,50분,19,미국,7.5,117k,False,"Netflix, Netflix basic with Ads",N/A,1,34 DAYS,126 DAYS,599 DAYS,50.0
creep,소름,Creep,movie,"Horror, Thriller","공포, 스릴러",2014,1시간 22분,N/A,미국,6.3,72k,False,"Netflix, Netflix basic with Ads",Patrick Brice,73,0 DAYS,1 DAYS,105 DAYS,82.0
syupeopeulrai,슈퍼플라이,SuperFly,movie,"Action, Crime, Thriller","액션, 범죄, 스릴러",2018,2시간 0분,N/A,미국,N/A,N/A,True,"Netflix, wavve, Netflix basic with Ads",Director X.,5,1 DAYS,3 DAYS,47 DAYS,120.0
mideul-su-eobsneun-iyagi,믿을 수 없는 이야기,Unbelievable,tv,"Dramas, Crime","드라마, 범죄",2019,48분,19,미국,8.3,124k,False,"Netflix, Netflix basic with Ads",N/A,27,0 DAYS,13 DAYS,814 DAYS,48.0
the-housemaid,하녀,N/A,movie,"Thriller, Dramas","스릴러, 드라마",2010,1시간 47분,N/A,대한민국,6.4,13k,False,"Netflix, Netflix basic with Ads",Im Sang-soo,3,1 DAYS,8 DAYS,262 DAYS,107.0
riteon-tu-seoul,리턴 투 서울,Retour à Séoul,movie,Dramas,드라마,2022,1시간 59분,15,"WEBAPP_COUNTRY_KH, 프랑스, 독일, 루마니아, 대한민국, 벨기에",N/A,N/A,True,"Netflix, Netflix basic with Ads, Naver Store",Davy Chou,2,1 DAYS,8 DAYS,299 DAYS,119.0
nasaus,낫아웃,N/A,movie,"Dramas, Sport","드라마, 스포츠",2021,1시간 47분,15,대한민국,N/A,N/A,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Lee Jung-gon,3,1 DAYS,7 DAYS,33 DAYS,107.0
aeseuteoroideu-siti,애스터로이드 시티,Asteroid City,movie,"Comedy, Dramas, Romance, Sci-Fi","코미디, 드라마, 로맨스, SF",2023,1시간 45분,N/A,미국,6.5,123k,True,"Netflix, wavve, Netflix basic with Ads",Wes Anderson,2,10 DAYS,275 DAYS,542 DAYS,105.0
the-possessed,도시괴담,N/A,tv,"Thriller, Dramas, Horror","스릴러, 드라마, 공포",2020,10분,15,대한민국,N/A,N/A,False,"Netflix, Netflix basic with Ads",Hong Won-ki,4,2 DAYS,9 DAYS,142 DAYS,10.0
polraiteu-sosaieoti,품격 있는 사람들,Polite Society,movie,"Action, Comedy","액션, 코미디",2023,1시간 43분,15+,영국,6.7,11k,True,"Netflix, wavve, Netflix basic with Ads",Nida Manzoor,76,0 DAYS,2 DAYS,76 DAYS,103.0
bojack-horseman,보잭 홀스맨,BoJack Horseman,tv,"Dramas, Anime, Comedy","드라마, 애니메이션, 코미디",2014,26분,19,미국,8.8,198k,False,"Netflix, Netflix basic with Ads",N/A,8,1 DAYS,48 DAYS,1615 DAYS,26.0
dynasty,다이너스티: 1%의 1%,Dynasty,tv,Dramas,드라마,2017,42분,15,미국,7.2,25k,False,"Netflix, Netflix basic with Ads",N/A,1,14 DAYS,205 DAYS,1472 DAYS,42.0
sonyeondeul,소년들,N/A,movie,"Dramas, Crime","드라마, 범죄",2023,2시간 4분,15,대한민국,6.7,159,True,"Netflix, Netflix basic with Ads, Naver Store",Chung Ji-young,8,1 DAYS,1 DAYS,31 DAYS,124.0
baeteumaen-biginjeu,배트맨 비긴즈,Batman Begins,movie,"Dramas, Action, Crime","드라마, 액션, 범죄",2005,2시간 20분,N/A,"미국, 영국",N/A,N/A,True,"wavve, Netflix, Naver Store, Watcha, Netflix basic with Ads",Christopher Nolan,4,3 DAYS,200 DAYS,2849 DAYS,140.0
children-of-the-church-steps,CHILDREN OF THE CHURCH STEPS,N/A,tv,"Thriller, Dramas, History","스릴러, 드라마, 역사",2024,50분,N/A,미국,7.1,58,False,"Netflix, Netflix basic with Ads",N/A,11,0 DAYS,3 DAYS,5 DAYS,50.0
tick-tick-boom,"틱, 틱... 붐!","tick, tick... BOOM!",movie,"Dramas, Music, Comedy","드라마, 음악, 코미디",2021,1시간 55분,N/A,미국,7.5,122k,False,"Netflix, Netflix basic with Ads",Lin-Manuel Miranda,1,4 DAYS,119 DAYS,347 DAYS,115.0
las-cintas-de-rosa-peral,로사의 테이프,Rosa Peral's Tapes,movie,"Documentary, Crime","다큐멘터리, 범죄",2023,1시간 20분,N/A,스페인,N/A,N/A,False,"Netflix, Netflix basic with Ads",N/A,2,1 DAYS,3 DAYS,10 DAYS,80.0
raijing-impaegteu,라이징 임팩트,ライジングインパクト,tv,"Dramas, Sport, Anime","드라마, 스포츠, 애니메이션",2024,25분,12,일본,7.7,600,False,"Netflix, Netflix basic with Ads",N/A,50,0 DAYS,4 DAYS,19 DAYS,25.0
samce,삼체,3 Body Problem,tv,"Sci-Fi, Thriller, Dramas, Fantasy","SF, 스릴러, 드라마, 판타지",2024,56분,19,미국,7.5,146k,False,"Netflix, Netflix basic with Ads",N/A,1,59 DAYS,229 DAYS,301 DAYS,56.0
oxygene,O2,Oxygène,movie,"Sci-Fi, Thriller, Dramas, Fantasy","SF, 스릴러, 드라마, 판타지",2021,1시간 40분,15,"프랑스, 미국",6.5,45k,False,Netflix,Alexandre Aja,1,5 DAYS,32 DAYS,248 DAYS,100.0
dakeu-keuriseutal-jeohangyi-sidae,다크 크리스탈: 저항의 시대,The Dark Crystal: Age of Resistance,tv,"Action, Sci-Fi, Family, Fantasy","액션, SF, 가족, 판타지",2019,51분,12,미국,8.4,28k,False,"Netflix, Netflix basic with Ads",N/A,1,3 DAYS,42 DAYS,1021 DAYS,51.0
yujeon,유전,Hereditary,movie,"Horror, Thriller, Dramas","공포, 스릴러, 드라마",2018,2시간 6분,15,미국,7.3,399k,True,"Netflix, Netflix basic with Ads, Watcha, Naver Store",Ari Aster,1,23 DAYS,866 DAYS,2372 DAYS,126.0
